codigo_cnuc;unidade_de_conservacao;categoria_uc_sigla_federal;gerencia_regional_icmbio;coordenacao_regional_icmbio;unidades_da_federacao;bioma_referencial;programa_monitora ;projetos_especiais;subprograma_terrestre; componente_florestal_alvo_global;componente_florestal_alvo_complementar; componente_campestre_savanico;florestal_ea_01_alvo_global_mamiferos_aves;florestal_ea_02_alvo_global_mamiferos_aves;florestal_ea_03_alvo_global_mamiferos_aves;florestal_ea_01_alvo_global_borboletas;florestal_ea_02_alvo_global_borboletas;florestal_ea_03_alvo_global_borboletas;florestal_ea_01_alvo_global_plantas_arboreas;florestal_ea_02_alvo_global_plantas_arboreas;florestal_ea_03_alvo_global_plantas_arboreas; florestal_alvo_complementar_castanha_da_amazonia;florestal_alvo_complementar_especies_cinegeticas;florestal_alvo_complementar_mamiferos_aves;campestre_savanico_alvo_global_plantas;subprograma_aquatico_continental;componente_igarape;componente_area_alagavel_alvo_global;componente_area_alagavel_alvo_complementar;igarape_alvo_global_odonatas;igarape_alvo_global_peixes;igarape_alvo_global_habitat;area_alagavel_alvo_global_pesca;area_alagavel_alvo_complementar_quelonios;area_alagavel_alvo_complementar_pirarucu;subprograma_marinho_costeiro;componente_manguezal;componente_ambiente_recifal;componente_praia;componente_ilha;alvo_transversal_pesca_biodiversidade_associada;manguezal_alvo_global_caranguejo_uca;manguezal_alvo_global_vegetacao_de_mangue; ambiente_recifal_alvo_global_peixes_invertebrados_substrato;praia_alvo_global_aves_limicolas ;praia_alvo_global_mamiferos_marinhos;ilha_alvo_global_aves_marinhas;praia_alvo_global_tartarugas
200;REBIO de Serra Negra;REBIO;GR 2;CR - Parnaíba ;PE;Caatinga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;REBIO de Sooretama;REBIO;GR 2;CR - Parnaíba ;ES;Mata Atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;REBIO de Una;REBIO;GR 2;GR 2;BA;Mata Atlantica;Operação;;Operação;Operação;;;Operação básico;;;Operação básico;;;Operação básico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;REBIO do Abufari;REBIO;GR 1;GR 1;AM;Amazonia;Parada;ARPA;;;;;;;;;;;;;;;;;;Parada;;Parada;;;;;Parada;;;;;;;;;;;;;;;
203;REBIO do Atol das Rocas;REBIO;GR 2;GR 2;PE;Marinho-Costeiro;Operação;GEF MAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;;;Operação;;;;;;;;;Operação básico e avançado
204;REBIO do Corrego do Veado;REBIO;GR 2;CR - Parnaíba ;ES;Mata Atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;REBIO do Corrego Grande;REBIO;GR 2;CR - Parnaíba ;ES;Mata Atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;REBIO do Guapore;REBIO;GR 1;GR 1;RO;Amazonia;Operação;ARPA;Operação;;;Operação;;;;;;;;;;;;;Operação básico;;;;;;;;;;;;;;;;;;;;;;;
207;REBIO do Gurupi;REBIO;GR 1;GR 1;MA;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico e avançado;Operação básico e avançado;Operação básico e avançado;Operação básico;Operação básico;Operação básico;Operação básico e avançado;Operação básico e avançado;Operação básico;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;REBIO do Jaru;REBIO;GR 1;GR 1;RO;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico;Operação básico;Operação básico;Operação básico e avançado;Operação básico e avançado;Operação básico e avançado;Operação básico e avançado;Operação básico e avançado;Operação básico e avançado;;;;;Operação;Operação;;;Operação básico;Operação básico;Operação básico;;;;;;;;;;;;;;;;
209;REBIO do Lago Piratuba;REBIO;GR 1;GR 1;AP;Amazonia;Operação;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;;;Operação;;;;;;Operação avançado;;;
3411;REBIO do Manicore;REBIO;GR 1 ;CR - Porto Velho;AM;Amazonia;;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;REBIO do Rio Trombetas;REBIO;GR 1;GR 1;PA;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico;Operação básico;;Operação básico;Operação básico;;;;;;;;;Operação;;;Operação;;;;;Operação básico;;;;;;;;;;;;;;
211;REBIO do Tapirape;REBIO;GR 1;GR 1;PA;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico;Operação básico;Operação básico;Operação básico e avançado;Operação básico e avançado;Operação básico e avançado;Parada;Parada;Parada;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;REBIO do Tingua;REBIO;GR 4;CR - Lagoa Santa;RJ;Mata Atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;REBIO do Uatuma;REBIO;GR 1;GR 1;AM;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Parada;Parada;Parada;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;REBIO Guaribas;REBIO;GR 2;GR 2;PB;Mata Atlantica;Parada;;Parada;Parada;;;Parada;;;Parada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;REBIO Marinha do Arvoredo;REBIO;GR 5;GR 5;SC;Marinho-Costeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;REBIO Nascentes da Serra do Cachimbo;REBIO;GR 1 ;CR - Oeste do Pará;PA;Amazonia;Operação;ARPA;;;;;;;;;;;;;;;;;;Operação;Operação;;;Operação básico;Operação básico;Operação básico;;;;;;;;;;;;;;;;
217;REBIO Uniao;REBIO;GR 4;CR - Lagoa Santa;RJ;Mata Atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1563;RESEX Acau-Goiana;RESEX;GR 2;CR - Parnaíba ;PB/PE;Mata Atlantica;;GEF MAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;RESEX Alto Tarauaca;RESEX;GR 1;GR 1;AC;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;RESEX Arapixi;RESEX;GR 1;GR 1;AM;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico;Operação básico;Operação básico;Operação básico e avançado;Operação básico e avançado;Operação básico e avançado;Operação básico;Operação básico;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;RESEX Arioca Pruana;RESEX;GR 1;GR 1;PA;Amazonia;;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;RESEX Auati-Parana;RESEX;GR 1;GR 1;AM;Amazonia;Implantação;ARPA;;;;;;;;;;;;;;;;;;Implantação;;Implantação;Implantação;;;;Implantação;;Implantação;;;;;;;;;;;;;
221;RESEX Barreiro das Antas;RESEX;GR 1 ;GR 1;RO;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico;Operação básico;Operação básico;Operação básico e avançado;Operação básico e avançado;Operação básico e avançado;Parada;Parada;Parada;;;;;;;;;;;;;;;;;;;;;;;;;;;
1564;RESEX Chapada Limpa;RESEX;GR 2;CR - Parnaíba ;MA;Cerrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;RESEX Chico Mendes;RESEX;GR 1;GR 1;AC;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico;Parada;Parada;Operação básico e avançado;Operação básico e avançado;Parada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;RESEX Chocoare-Mato Grosso;RESEX;GR 1;GR 1;PA;Amazonia;Operação;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;Operação;;;;Parada;Operação básico;Operação básico;;;;;
226;RESEX da Mata Grande;RESEX;GR 1;CR - Belém;MA;Cerrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;RESEX de Canavieiras;RESEX;GR 2;GR 2;BA;Mata Atlantica;Operação;GEF MAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;Operação;;;;Operação básico;Operação básico;;;;;;
1808;RESEX de Cassuruba;RESEX;GR 2;GR 2;BA;Mata Atlantica;Operação;GEF MAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;Operação;;;;Operação básico;Operação básico;Operação básico;;;;;
279;RESEX de Cururupu;RESEX;GR 1;GR 1;MA;Amazonia;Operação;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;Operação;;Operação;;;Operação básico;Operação básico;;Operação avançado;;;
286;RESEX de Recanto das Araras de Terra Ronca;RESEX;GR 4;CR - Lagoa Santa;GO;Cerrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;RESEX de Sao Joao da Ponta;RESEX;GR 1;GR 1;PA;Amazonia;Parada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Parada;;;;;Parada;;;;;;;
1517;RESEX do Alto Jurua;RESEX;GR 1;CR - Porto Velho;AC;Amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;RESEX do Baixo Jurua;RESEX;GR 1;GR 1;AM;Amazonia;Operação;ARPA;;;;;;;;;;;;;;;;;;Operação;;Operação;Operação;;;;Operação básico;;Operação básico;;;;;;;;;;;;;
231;RESEX do Batoque;RESEX;GR 2;CR - Parnaíba ;CE;Caatinga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;RESEX do Cazumba-Iracema;RESEX;GR 1;GR 1;AC;Amazonia;Operação;ARPA;Operação;Operação;Operação;;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico e avançado;Operação básico e avançado;Operação básico e avançado;Operação básico e avançado;;;;;;;;;;;;;;;;;;;;;;;;;;
1519;RESEX do Ciriaco;RESEX;GR 1;CR - Belém;MA;Amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;RESEX do Extremo Norte do Tocantins;RESEX;GR 1;CR - Belém;TO;Cerrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;RESEX do Lago do Capana Grande;RESEX;GR 1;GR 1;AM;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico;;;Operação básico;Operação básico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;RESEX do Lago do Cunia;RESEX;GR 1;GR 1;RO;Amazonia;Operação;;Operação;;Operação;;;;;;;;;;;Operação avançado;;;;;;;;;;;;;;;;;;;;;;;;;;
234;RESEX do Mandira;RESEX;GR 4;CR - Lagoa Santa;SP;Mata Atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;RESEX do Medio Jurua;RESEX;GR 1;GR 1;AM;Amazonia;Operação;ARPA;;;;;;;;;;;;;;;;;;Operação;;Parada;Operação;;;;Parada;Operação básico;Parada;;;;;;;;;;;;;
1606;RESEX do Medio Purus;RESEX;GR 1;CR - Porto Velho;AM;Amazonia;;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1520;RESEX do Quilombo Flexal;RESEX;GR 1;CR - Belém;MA;Amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1518;RESEX do Rio Cajari;RESEX;GR 1;GR 1;AP;Amazonia;Operação;ARPA;;;;;;;;;;;;;;;;;;Operação;Operação;;;Operação básico e avançado;Operação básico e avançado;Operação básico;;;;;;;;;;;;;;;;
238;RESEX do Rio do Cautario;RESEX;GR 1;GR 1;RO;Amazonia;Operação;ARPA;Operação;Operação;Operação;;Operação básico;Operação básico;Operação básico;Operação básico e avançado;Operação básico e avançado;Operação básico e avançado;Implantação;Implantação;Implantação;Operação avançado;;;;;;;;;;;;;;;;;;;;;;;;;;
239;RESEX do Rio Jutai;RESEX;GR 1;CR - Manaus;AM;Amazonia;;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;RESEX do Rio Ouro Preto;RESEX;GR 1;GR 1;RO;Amazonia;Operação;ARPA;Operação;Operação;Parada;;Operação básico;Operação básico;Operação básico;Operação básico e avançado;Operação básico e avançado;Operação básico e avançado;Parada;Parada;Parada;Parada;;;;Operação;Operação;;;Operação básico;Operação básico;Operação básico;;;;;;;;;;;;;;;;
288;RESEX Gurupa-Melgaco;RESEX;GR 1;CR - Belém;PA;Amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;RESEX Ipau-Anilzinho;RESEX;GR 1;GR 1;PA;Amazonia;Operação;ARPA;Operação;Operação;Operação;;Operação básico;Operação básico;;Operação básico e avançado;Operação básico e avançado;;Operação básico;;;Operação básico e avançado;;;;;;;;;;;;;;;;;;;;;;;;;;
1628;RESEX Ituxi;RESEX;GR 1;GR 1;AM;Amazonia;Operação;ARPA;Operação;Operação;;;;;;;;;Operação básico;Operação básico;Operação básico;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;RESEX Lago do Cedro;RESEX;GR 3;GR 3;GO;Cerrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;RESEX Mae Grande de Curuca;RESEX;GR 1;GR 1;PA;Amazonia;Operação;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;Operação;;;;Parada;Operação básico;Operação básico;;;;;
244;RESEX Mapua;RESEX;GR 1;CR - Belém;PA;Amazonia;;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;RESEX Maracana;RESEX;GR 1;GR 1;PA;Amazonia;Operação;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;;;Operação;;;;;;;;;Operação básico e avançado
247;RESEX Marinha Arai-Peroba;RESEX;GR 1;CR - Belém;PA;Amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;RESEX Marinha Caete-Taperacu;RESEX;GR 1;GR 1;PA;Amazonia;Operação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;Operação;;;;;Operação básico;Operação básico;;;;;
3134;RESEX Marinha Cuinarana;RESEX;GR 1;CR - Belém;PA;Marinho-Costeiro;;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;RESEX Marinha da Baia de Iguape;RESEX;GR 2;GR 2;BA;Marinho-Costeiro;Operação;GEF MAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;Operação;;;;;Operação básico;Operação básico;;;;;
246;RESEX Marinha da Lagoa do Jequia;RESEX;GR 2;GR 2;AL;Mata Atlantica;Operação;GEF MAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;Operação;;;;Operação básico;Operação básico;Operação básico;;;;;
249;RESEX Marinha de Gurupi-Piria;RESEX;GR 1;GR 1;PA;Amazonia;Operação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;Operação;;;;;Operação básico;Operação básico;;;;;
254;RESEX Marinha de Soure;RESEX;GR 1;CR - Belém;PA;Amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;RESEX Marinha do Arraial do Cabo;RESEX;GR 4;CR - Lagoa Santa;RJ;Mata Atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;RESEX Marinha do Corumbau;RESEX;GR 2;GR 2;BA;Marinho-Costeiro;Operação;GEF MAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;;;;;Operação básico;;;;;;;
225;RESEX Marinha do Delta do Parnaiba;RESEX;GR 2;CR - Parnaíba ;MA/PI;Cerrado;;GEF MAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3133;RESEX Marinha Mestre Lucindo;RESEX;GR 1;GR 1;PA;Marinho-Costeiro;Operação;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;Operação;;;;Parada;Operação básico;Operação básico;;;;;
3132;RESEX Marinha Mocapajuba;RESEX;GR 1;CR - Belém;PA;Marinho-Costeiro;;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;RESEX Marinha Pirajubae;RESEX;GR 5;GR 5;SC;Marinho-Costeiro;Operação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;Operação;;;;;Operação básico;Operação básico;;;;;
250;RESEX Marinha Tracuateua;RESEX;GR 1;CR - Belém;PA;Amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1809;RESEX Prainha do Canto Verde;RESEX;GR 2;CR - Parnaíba ;CE;Marinho-Costeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1810;RESEX Renascer;RESEX;GR 1;GR 1;PA;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico;Operação básico;Parada;Operação básico e avançado;Operação básico e avançado;Parada;Parada;Parada;Parada;;;;;Operação;;Operação;;;;;Operação básico;;;;;;;;;;;;;;;
280;RESEX Rio Iriri;RESEX;GR 1;GR 1;PA;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico e avançado;;;Operação básico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;RESEX Rio Unini;RESEX;GR 1;GR 1;AM;Amazonia;Operação;ARPA;;;;;;;;;;;;;;;;;;Operação;;;Operação;;;;;Operação avançado;Operação básico;;;;;;;;;;;;;
1635;RESEX Rio Xingu;RESEX;GR 1;CR - Oeste do Pará;PA;Amazonia;;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;RESEX Riozinho da Liberdade;RESEX;GR 1;GR 1;AC/AM;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;RESEX Riozinho do Anfrisio;RESEX;GR 1;GR 1;PA;Amazonia;Operação;ARPA;Operação;Operação;Operação;;Operação básico;Operação básico;Operação básico;Operação básico e avançado;Operação básico e avançado;;Operação básico;;;;Em operacao;;;;;;;;;;;;;;;;;;;;;;;;;
259;RESEX Tapajos-Arapiuns;RESEX;GR 1;GR 1;PA;Amazonia;Operação;ARPA;Operação;Operação;Operação;;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Operação básico;Parada;Parada;Parada;;Em operacao;;;Operação;;Operação;;;;;Operação básico;;;;;;;;;;;;;;;
282;RESEX Terra Grande-Pracuuba;RESEX;GR 1;CR - Belém;PA;Amazonia;;ARPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;RESEX Verde Para Sempre;RESEX;GR 1;GR 1;PA;Amazonia;Operação;ARPA;Operação;Operação;;;Operação básico;Operação básico;;Operação básico e avançado;Operação básico e avançado;;Operação básico;Operação básico;;;;;;Operação;;Operação;;;;;Operação básico;;;;;;;;;;;;;;;
219;REVIS das Veredas do Oeste Baiano;RVS;GR 3;GR 3;BA;Cerrado;Operação;;Operação;;;Operação;;;;;;;;;;;;;Operação básico;;;;;;;;;;;;;;;;;;;;;;;
1907;REVIS de Boa Nova;RVS;GR 2;CR - Parnaíba ;BA;Mata Atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;REVIS de Santa Cruz;RVS;GR 2;CR - Parnaíba ;ES;Marinho-Costeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;REVIS de Una;RVS;GR 2;CR - Parnaíba ;BA;Mata Atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3432;REVIS do Arquipelago de Alcatrazes;RVS;GR 4;CR - Lagoa Santa;SP;Marinho-Costeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1813;REVIS do Rio dos Frades;RVS;GR 2;CR - Parnaíba ;BA;Mata Atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;REVIS dos Campos de Palmas;RVS;GR 5;GR 5;PR/SC;Mata Atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;REVIS Ilha dos Lobos;RVS;GR 5;GR 5;RS;Marinho-Costeiro;;GEF MAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3633;APA do Arquipelago de Trindade e Martim Vaz;APA;GR 2;GR 2;BA;Marinho-Costeiro;Operação;GEF MAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;;;Operação;;;;;;;;;Operação básico e avançado
3642;MONA das Ilhas de Trindade e Martim Vaz e do Monte Columbia;MONA;GR 2;GR 2;BA ;Marinho-Costeiro;Operação;GEF MAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;Operação;;;Operação;Operação;;;;;;;Operação básico;Operação básico e avançado
3519;PARNA dos Campos Ferruginosos;PARNA;GR 1;GR 1;PA;Amazonia;Implantação;;Implantação;;;Implantação;;;;;;;;;;;;;Implantação;;;;;;;;;;;;;;;;;;;;;;;
4617;FLONA do Parima;FLONA;GR 1;GR 1;RR;Amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4581;PARNA da Serra do Teixeira;PARNA;GR 2;GR 2;PB;Caatinga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3696;APA da Ararinha Azul;APA;GR 2;GR 2;BA;Caatinga;;GEF Terrestre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3643;APA do Arqupélago de São Pedro e São Paulo;APA;GR 2;GR 2;PB;Marinho -Costeiro;;GEF Mar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3644;MONA do Arquiélago de São Pedro e São Paulo;MONA;GR 2;GR 2;PB;Marinho-Costeiro;;GEF MAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3655;APA do Boqueirão da Onça;APA;GR 2;GR 2 ;BA ;Caatinga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3694;REVIS da Ararinha Azul;RVS;GR 2;GR 2;BA;Caatinga;;GEF Terrestre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3654;RESEX Arapiranga- Tromaí;RESEX;GR 1;GR 1;MA;Marinho-Costeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3693;RESEX Baixo Rio Branco-Jauaperi;RESEX;GR 1;GR 1;AM/ RR;Amazônia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3653;RESEX da Baía do Tubarão;RESEX;GR 1;GR 1;MA;Marinho-Costeiro, Amazônia e Cerrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3651;RESEX Itapetininga;RESEX;GR 1;GR 1;MA;Marinho-Costeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3652;PARNA do Boqueirão da Onça;PARNA;GR 2;GR 2;BA;Caatinga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
